Title,Description,Price,Manufactured Year,Region
ВАЗ (Lada) 2106,"Торг есть 1989г., Газ, Седан, КПП Механика, CD, MP3, USB, DVD, Краска сепилган",2500,1989,Ташкент
Daewoo Prince,"1997г., 2.2 л, Газ, 5 777 777 км, Белый, Седан, КПП Механика",3150,1997,Коканд
Chevrolet Labo,"2019г., Газ-бензин, 40 000 км, Белый, Седан, КПП Механика, Бутка килинган",8200,2019,Самарканд
"Chevrolet Matiz, 1 позиция","Торг есть 2011г., 0.8 л, Газ-бензин, 185 200 км, Хэтчбек, КПП Механика, Литые диски, Тонировка, Хрустальная оптика, Шторки, Аудиосистема…",3800,2011,Ташкент
Daewoo Nexia,"Торг есть 2005г., Газ-бензин, Белый, Седан, КПП Механика, Аудиосистема, Urilmagan, kraskasi toza",4604,2005,Балыкчинский район
ВАЗ (Lada) 2106,"1983г., 3 л, Газ, 59 886 км, Седан, КПП Механика, MP3, USB, Xalati yaxshi",1381,1983,Зааминский район
УАЗ 452,"Торг есть 1984г., Газ-бензин, Фургон, КПП Механика, Техосмотр пройден, Вложений не требует, Юк фургон. Борт Наращивания 1300 мм. Дверь в…",4200,1984,Алмалык
Daewoo Tico,"Торг есть 1998г., Газ-бензин, Седан, КПП Механика",1900,1998,Ургенч
"Chevrolet Nexia 2, 4 позиция DOHC","2016г., 1.6 л, Газ-бензин, 20 000 км, Седан, КПП Автомат, Литые диски, Тонировка, Люк, Панорамная крыша, Кенгурятник, Спойлер,…",8500,2016,Наманган
Daewoo Tico,"Торг есть 2001г., Газ-бензин, Белый, КПП Механика, Бартер хам бор жигулига",1934,2001,Сарыасийский район
"Chevrolet Spark, 2 позиция","Торг есть 2014г., 1.3 л, Бензин, Дельфин, Хэтчбек, КПП Механика, Противотуманки, Аудиосистема, MP3, USB, Полный электропакет, Сигнализац…",6500,2014,Ташкент
ВАЗ (Lada) 2106,"Торг есть 1983г., 7.5 л, Газ-бензин, 3 226 км, Седан, КПП Механика, Велюр",1000,1983,Самарканд
УАЗ 31519,"Торг есть 1998г., 1.8 л, Бензин, 4 523 км, Сине-голубой, Седан, КПП Механика",3500,1998,Ахангаран
Chevrolet Damas,"Торг есть 2007г., 0.9 л, Газ-бензин, Белый, Седан, КПП Механика, Mator karobka zadnimos zor umman ovoz yoq poli chixol korik yangi kap r…",4600,2007,Наманган
Chevrolet Damas,"2020г., Бензин, 25 000 км, Белый, Седан, КПП Механика, 2020-2021 тоза безин 25000 юурган",7400,2020,Наманган
Daewoo Nexia,"Торг есть 2006г., 1.6 л, Бензин, 365 км, Белый, Седан, КПП Механика, Хрустальная оптика, Комбинированный, Гидравлика руля, Центрозамок,…",4500,2006,Андижан
"Chevrolet Spark, 2 позиция","2019г., 1.3 л, Газ-бензин, 46 000 км, Хэтчбек, КПП Механика, Противотуманки, Аудиосистема, Гидравлика руля, ABS, Подушка безоп…",7800,2019,Гулистанский район
"Chevrolet Nexia 2, 2 позиция DOHC","2010г., 1.6 л, Газ-бензин, 195 773 км, Седан, КПП Механика, Аудиосистема, Гидравлика руля",5599,2010,Самарканд
"Chevrolet Lacetti, 1 позиция","2010г., 1.8 л, Газ-бензин, 455 555 км, Седан, КПП Механика, Обогрев зеркал, Аудиосистема, Гидравлика руля, ABS, Полный электро…",6600,2010,Наманган
"Chevrolet Lacetti, 1 позиция","Торг есть 2020г., 1.5 л, Газ-бензин, 19 800 км, Белый, Седан, КПП Механика, Противотуманки, Обогрев зеркал, Аудиосистема, Гидравлика рул…",12700,2020,Фергана
Daewoo Nexia,"1998г., Газ-бензин, 88 888 км, Седан, КПП Механика, Moshina urtacha holatda tel ozroq harajati bor kup emas tel hamasini tuwun…",2500,1998,Самарканд
Chevrolet Labo,"Торг есть 1998г., Газ, Белый, Универсал, КПП Механика, Кожа, Аудиосистема",5000,1998,Фергана
Daewoo Gentra,"Торг есть 2020г., 1.6 л, Газ-бензин, 31 000 км, Белый, Седан, КПП Автомат, Литые диски, Люк, Противотуманки, Обогрев зеркал, Аудиосистем…",16000,2020,Ташкент
"Chevrolet Captiva, 3 позиция","2012г., 3 л, Бензин, 130 000 км, Кроссовер, КПП Автомат, Литые диски, Противотуманки, Обогрев зеркал, Аудиосистема, Гидравлика…",13000,2012,Хивинский район
"Chevrolet Nexia 3, 2 позиция","Торг есть 2017г., 1.5 л, Газ-бензин, 173 000 км, Седан, КПП Механика, Противотуманки, Аудиосистема, Гидравлика руля, ABS, Подушка безопа…",7182,2017,Карши
ГАЗ 20 (Победа),"1956г., Бензин, 23 300 км, Седан, КПП Механика, Литые диски, Линзованная оптика, Кожа, MP3, Moshinani holati juda zor sakadisk…",4000,1956,Паркентский район
"Chevrolet Captiva, 2 позиция","Торг есть 2011г., 3 л, Газ, 127 000 км, Белый, Кроссовер, КПП Автомат, Литые диски, Противотуманки, Обогрев зеркал, Кожа, Аудиосистема,…",16114,2011,Ургенч
"Chevrolet Lacetti, 2 позиция","2009г., 1.8 л, Газ-бензин, 300 000 км, Белый, Седан, КПП Механика, Противотуманки, Обогрев зеркал, Аудиосистема, Гидравлика ру…",7500,2009,Ташкент
Daewoo Tico,"1997г., Газ, 167 000 км, Хэтчбек, КПП Механика",1700,1997,Бухара
ВАЗ (Lada) Vesta Sport,"Есть доставкаТорг есть 2021г., Бензин, 5 800 км, Черный, Универсал, КПП Автомат, Литые диски, Тонировка, Рейлинги, Багажник, Дневные ходовые огни, Пр…",20000,2021,Джизак
ВАЗ (Lada) 2107,"Торг есть 2008г., 1.5 л, Газ-бензин, Белый, Седан, КПП Механика, MP3, Kraskasi bor suyagi butun",3200,2008,Букинский район
ВАЗ (Lada) Vesta,"2021г., 1.6 л, Бензин, 25 000 км, Черный, Седан, КПП Автомат, Кожа, USB, Bluetooth, Кондиционер, Климат-контроль, Камера задне…",15000,2021,Ташкент
ВАЗ (Lada) 2101,"Торг есть 1981г., Газ, Внедорожник, КПП Механика, 01 жигули сотилади 4 та балон янги газ темир машина Андижонда",1565,1981,Андижан
ВАЗ (Lada) 2101,"1977г., 6.4 л, Бензин, 200 000 км, Жёлтый, Седан, КПП Механика, Хорошо сохранилась мотор после кап ремонта Солон родной электр…",2000,1977,Ташкент
ВАЗ (Lada) 2106,"Есть доставкаТорг есть 1978г., Газ, 55 555 км, Белый, Седан, КПП Механика",1381,1978,Термез
Daewoo Matiz (Standart),"Торг есть 2005г., 1.6 л, Бензин, Серый, Универсал, КПП Механика, Аудиосистема",2578,2005,Бухара
"Chevrolet Nexia 3, 2 позиция","2021г., 1.5 л, Бензин, 20 000 км, Белый, Седан, КПП Механика, Противотуманки, Аудиосистема, Гидравлика руля, ABS, Подушка безо…",9600,2021,Ташкент
УАЗ 31519,"Торг есть 2005г., 1.8 л, Бензин, Мокрый асфальт, Седан, КПП Механика, Тонировка",7000,2005,Ахангаран
"Chevrolet Captiva, 3 позиция","Торг есть 2013г., 3 л, Бензин, Кроссовер, КПП Автомат, Литые диски, Люк, Обогрев зеркал, Противотуманки, Шторки, Кожа, Bluetooth, CD, MP…",17800,2013,Самарканд
Daewoo Matiz (Standart),"Торг есть 2009г., Бензин, Хэтчбек, КПП Механика, Аудиосистема, Moshina zur xarajati yug 4bolon yangi motor xadovoy otlichna xullas olish…",3867,2009,Карши
Daewoo Matiz (Standart),"Торг есть 2009г., Газ-бензин, 220 000 км, Хэтчбек, КПП Механика, Murojaat uchun",3315,2009,Карши
"Chevrolet Lacetti, 2 позиция","2009г., 1.8 л, Бензин, 2 025 км, Седан, КПП Механика, Противотуманки, Обогрев зеркал, Аудиосистема, Гидравлика руля, ABS, Полн…",8000,2009,Термез
ВАЗ (Lada) 2106,"Торг есть 1978г., 1.6 л, Газ-бензин, 999 999 км, Седан, КПП Механика, Мошина ўзимники, фақат нақдга!",1500,1978,Ташкент
Chevrolet Labo,"Торг есть 2019г., Газ-бензин, 55 000 км, Пикап, КПП Механика, Moshina Radnoy 55000 yurgan",9000,2019,Ташкент
"Chevrolet Captiva, 3 позиция","Торг есть 2013г., 3 л, Бензин, 155 000 км, Кроссовер, КПП Автомат, Люк, Спойлер, Литые диски, Линзованная оптика, Дневные ходовые огни,…",19500,2013,Ташкент
Hafei Lobo,"2007г., Газ-бензин, Серый, Внедорожник, КПП Механика, Люк, Urulmagan toza galavasi radnoy kaltagi yoq yurib turgan propan-berz…",3800,2007,Наманган
"Chevrolet Matiz, 2 позиция","Торг есть 2015г., 0.8 л, Бензин, 73 000 км, Хэтчбек, КПП Механика, Аудиосистема, Техосмотр пройден, Holari zor yuriwi zor 2ta kalenkada…",4700,2015,Ташкент
"Chevrolet Lacetti, 1 позиция Газ-бензин","Есть доставка 2011г., 1.8 л, Газ-бензин, 230 км, Дельфин, Седан, КПП Механика, Литые диски, Дневные ходовые огни, Обогрев зеркал, Комбиниров…",7000,2011,Ташкент
Daewoo Tico,"1998г., Бензин, 640 000 км, Белый, Седан, КПП Механика, Краска радной урилмаган",2600,1998,Фергана
ВАЗ (Lada) 2106,"Торг есть 1984г., 1.6 л, Газ-бензин, 59 000 км, Седан, КПП Механика, Аудиосистема, Bluetooth, Сабвуфер, 2106 sotiladi mator 03hadavoy ma…",1842,1984,Андижан
ВАЗ (Lada) 2102,"1983г., 1.1 л, Бензин, 300 000 км, Сине-голубой, Фургон, КПП Механика, 1983 yil matorlari yaxwi, rabotchiy sastayaniya. Iwlidi…",1300,1983,Ташкент
"Chevrolet Lacetti, 2 позиция","2013г., 1.8 л, Газ-бензин, 31 000 км, Седан, КПП Механика, Противотуманки, Обогрев зеркал, Аудиосистема, Гидравлика руля, ABS,…",11000,2013,Бухара
Daewoo Lacetti,"Торг есть 2005г., 1.8 л, Газ-бензин, Седан, КПП Механика, Ветровики, Тонировка, Дневные ходовые огни, Противотуманки, Дерево, Bluetooth,…",7000,2005,Ташкент
"Chevrolet Nexia 2, 4 позиция SOHC","2012г., 1.5 л, Бензин, 54 706 км, Седан, КПП Механика, Противотуманки, Кожа, Аудиосистема, Гидравлика руля, Полный электропаке…",6800,2012,Ташкент
ГАЗ 2410 (Волга),"1988г., 1.8 л, Газ-бензин, 150 000 км, Белый, Пикап, КПП Механика, Литые диски, Багажник, Ксенон, Алькантара, Bluetooth, Гидра…",4200,1988,Джизак
Daewoo Damas,"1997г., 1.2 л, Газ-бензин, 445 км, Белый, Универсал, КПП Механика",3000,1997,Бувайдинский район
"Chevrolet Nexia 2, 4 позиция DOHC","Торг есть 2015г., 1.6 л, Газ-бензин, 220 000 км, Мокрый асфальт, Седан, КПП Механика, Ветровики, Ксенон, Линзованная оптика, Дневные ход…",6800,2015,Ташкент
"Chevrolet Spark, 2 позиция","2013г., 1.3 л, Бензин, 330 км, Хэтчбек, КПП Механика, Противотуманки, Аудиосистема, Гидравлика руля, ABS, Подушка безопасности…",5985,2013,Ташкент
"Chevrolet Matiz, 4 позиция","2011г., 0.8 л, Газ-бензин, 183 000 км, Хэтчбек, КПП Механика, Рейлинги, Литые диски, Противотуманки, Обогрев зеркал, Аудиосист…",4800,2011,Ташкент
"Chevrolet Epica, 3 позиция","2011г., Газ-бензин, 144 500 км, Седан, КПП Автомат, Литые диски, Люк, Противотуманки, Обогрев зеркал, Аудиосистема, Гидравлика…",8800,2011,Ташкент
"Chevrolet Captiva, 3 позиция","2013г., 3 л, Бензин, 18 000 км, Белый, Кроссовер, КПП Автомат, Литые диски, Люк, Рейлинги, Противотуманки, Обогрев зеркал, Кож…",19500,2013,Бухара
"Chevrolet Lacetti, 1 позиция","2020г., 1.8 л, Бензин, 35 000 км, Черный, Седан, КПП Механика, Обогрев зеркал, Аудиосистема, Гидравлика руля, ABS, Полный элек…",12800,2020,Ташкент
"Chevrolet Cobalt, 2 позиция","Торг есть 2019г., 1.5 л, Бензин, 42 000 км, Белый, Седан, КПП Механика, Ветровики, Противотуманки, Аудиосистема, Bluetooth, CD, MP3, ABS…",11100,2019,Ташкент
Daewoo Nexia,"Торг есть 2009г., 1.5 л, Газ-бензин, 380 000 км, Жёлто-зеленый, Седан, КПП Механика, Литые диски, Ксенон, Обогрев зеркал, Велюр, MP3, CD…",4300,2009,Бухара
"Chevrolet Matiz, 3 позиция","Торг есть 2014г., 0.8 л, Газ-бензин, 115 км, Мокрый асфальт, Хэтчбек, КПП Механика, Аудиосистема, Гидравлика руля, Кондиционер, Bir qol…",4750,2014,Ташкент
УАЗ 3303,"Торг есть 1992г., 1.8 л, Бензин, Фургон, КПП Механика",5500,1992,Ахангаран
ВАЗ (Lada) 2106,"1990г., Газ, 999 999 км, Красный, Внедорожник, КПП Робот, Temir metani bor yurib turgan moshina",1381,1990,Шерабадский район
"Chevrolet Nexia 2, 4 позиция DOHC","Торг есть 2015г., 1.6 л, Газ-бензин, 89 000 км, Белый, Седан, КПП Механика, Противотуманки, Аудиосистема, Гидравлика руля, Полный электр…",7366,2015,Навои
"Chevrolet Spark, 2 позиция","Торг есть 2011г., 1.3 л, Бензин, 61 000 км, Хэтчбек, КПП Механика, Противотуманки, Аудиосистема, Гидравлика руля, ABS, Подушка безопасно…",6000,2011,Ташкент
ВАЗ (Lada) 2107,"1989г., 1.5 л, Газ-бензин, 80 000 км, Белый, Седан, КПП Механика, Литые диски, Аудиосистема, MP3, DVD, Сабвуфер, Сигнализация,…",2394,1989,Самарканд
Volkswagen Caddy,"Торг есть 2020г., Бензин, 30 959 км, Универсал, КПП Механика, Машина не битая родная краска балоны хорошие",15500,2020,Ташкент
ВАЗ (Lada) 2106,"Торг есть 1983г., Газ, 59 886 км, Седан, КПП Механика, Кожа, Аудиосистема, MP3, USB, Suyagi butun xadovoylari yaxshi tumbalari yangi qo'…",1381,1983,Джизак
Daewoo Tico,"Торг есть 1997г., 0.8 л, Бензин, 278 900 км, Белый, Хэтчбек, КПП Механика, Литые диски, Тонировка, Спойлер, Обвес, Ветровики, Ксенон, Дн…",2118,1997,Навои
"Chevrolet Nexia 2, 4 позиция SOHC","Торг есть 2011г., 1.5 л, Бензин, Седан, КПП Механика, Противотуманки, Аудиосистема, Гидравлика руля, Полный электропакет, Центрозамок, К…",5800,2011,Ташкент
ВАЗ (Lada) 2107,"Торг есть 1987г., 2 л, Газ-бензин, 333 333 км, Седан, КПП Механика, Центрозамок, Mator zur yog yimaydi. Suyagi butun. Mejikar pult. Sent…",1250,1987,Карши
"Chevrolet Lacetti, 2 позиция","2012г., 1.8 л, Газ-бензин, 114 000 км, Седан, КПП Механика, Противотуманки, Обогрев зеркал, Аудиосистема, CD-чейнджер, MP3, Ги…",8550,2012,Фергана
"Chevrolet Spark, 1 евро позиция","Торг есть 2013г., 1.6 л, Газ-бензин, 390 000 км, Белый, Хэтчбек, КПП Механика, Литые диски, Обогрев зеркал, Аудиосистема, Гидравлика рул…",5800,2013,Фергана
"Chevrolet Spark, 2 позиция","2020г., 1.3 л, Бензин, Хэтчбек, КПП Механика, Противотуманки, Аудиосистема, Гидравлика руля, ABS, Подушка безопасности, Полный…",8000,2020,Ташкент
Daewoo Labo,"Торг есть 2014г., Газ, 215 244 км, Фургон, КПП Механика, Аудиосистема, Bluetooth, MP3, USB, Видеорегистратор, задняя камера, датчик парк…",9000,2014,Самарканд
Chevrolet Damas,"Торг есть 2021г., 0.8 л, Газ-бензин, Белый, Седан, КПП Механика, Ветровики, Тонировка, Противотуманки",9100,2021,Фергана
ГАЗ 3110 (Волга),"2000г., 1.5 л, Газ, Белый, Седан, КПП Механика",4800,2000,Фергана
Chevrolet Damas,"2021г., Газ-бензин, 13 000 км, Белый, Микровэн, КПП Механика, Yõltanlamas rangi oq",8500,2021,Кошкупырский район
"Chevrolet Spark, 4 позиция","2019г., 1.3 л, Бензин, 35 330 км, Хэтчбек, КПП Автомат, Литые диски, Противотуманки, Аудиосистема, Bluetooth, CD, CD-чейнджер,…",8748,2019,Ургенч
Daewoo Tico,"Торг есть 1998г., Бензин, 267 124 км, Седан, КПП Механика, Аудиосистема, Moshina suyagi butun pul kerakligi uchun sotilayabdi rangi oq",1381,1998,Кумкурганский район
"Chevrolet Lacetti, 3 позиция","2020г., 1.6 л, Бензин, 36 000 км, Черный, Седан, КПП Автомат, Литые диски, Люк, Противотуманки, Обогрев зеркал, Аудиосистема,…",14200,2020,Фергана
ВАЗ (Lada) Нива,"1980г., Газ-бензин, 302 814 км, Серебристый, Седан, КПП Механика",2762,1980,Фергана
Chevrolet Damas,"2008г., Газ-бензин, 450 000 км, Хэтчбек, КПП Механика, Шторки, Аудиосистема, Oldida ozroq kraskasi bor, uy ho'jaligida minilga…",5100,2008,Карши
ВАЗ (Lada) Largus,"Торг есть 2013г., 1.6 л, Газ-бензин, 197 000 км, Седан, КПП Механика, Састаянияси яхши холатда хамма нарсалари радной 7 место тонировка…",8500,2013,Ургенч
"Chevrolet Spark, 2 позиция","Торг есть 2016г., 1.3 л, Бензин, 99 000 км, Хэтчбек, КПП Механика, Литые диски, Спойлер, Обвес, Биксенон, Противотуманки, Велюр, Аудиоси…",6900,2016,Ташкент
Ford Transit,"Торг есть 1990г., Дизель, Белый, Микроавтобус, КПП Механика, Техосмотр пройден, Вложений не требует, Чириги ёк полни краска оркаси куш б…",5985,1990,Беруни
"Chevrolet Lacetti, 3 позиция","Есть доставкаТорг есть 2021г., 1.5 л, Бензин, 12 000 км, Черный, Седан, КПП Автомат, Литые диски, Люк, Противотуманки, Обогрев зеркал, Аудиосистема,…",18000,2021,Ташкент
ВАЗ (Lada) 2106,"1984г., 1.6 л, Газ-бензин, 59 000 км, Седан, КПП Механика, Аудиосистема, Bluetooth, 2106Sotiladi motor 03 hadavoy most joyida…",1381,1984,Ходжаабадский район
Daewoo Nexia,"Торг есть 1999г., 1.5 л, Газ-бензин, 111 111 км, Седан, КПП Механика, Литые диски, Обогрев зеркал, Велюр, Кожа, Аудиосистема, Bluetooth,…",3200,1999,Фергана
ВАЗ (Lada) 2102,"1981г., Газ-бензин, 72 431 км, Молочный цвет, Универсал, КПП Механика, Мотор ходовой килинган. Акумлятор янги",1500,1981,Китабский район
"Chevrolet Nexia 3, 4 позиция","2018г., 1.5 л, Бензин, 41 000 км, Белый, Седан, КПП Автомат, Литые диски, Противотуманки, Обогрев зеркал, Аудиосистема, Гидрав…",9800,2018,Ташкент
ВАЗ (Lada) 2101,"1978г., Газ, Универсал, КПП Механика",1000,1978,Кызырыкский район
Daewoo Gentra,"2016г., 1.5 л, Газ-бензин, 16 000 км, Седан, КПП Механика, Ветровики, Фаркоп, Противотуманки, Обогрев зеркал, Кожа, Шторки, Вс…",10129,2016,Турткульский район
ВАЗ (Lada) Самара (седан 21099),"Торг есть 1994г., 1.5 л, Бензин, 197 000 км, Седан, КПП Механика, Benzin quysa boldi zor yurib beradi",2000,1994,Ташкент
ВАЗ (Lada) 2101,"1976г., Газ-бензин, Седан, КПП Механика",2000,1976,Джизак
"Chevrolet Lacetti, 3 позиция","2021г., 1.5 л, Бензин, Черный, Седан, КПП Автомат, Тонировка, Люк, Литые диски, Линзованная оптика, Противотуманки, Обогрев зе…",16500,2021,Бухара
Chevrolet Damas,"Торг есть 2022г., Бензин, 100 км, Белый, Седан, КПП Механика, Тонировка, Кожа, USB, Техосмотр пройден, Yili 2022 11 yanvar.100% eshik, p…",8500,2022,Шахриханский район
ВАЗ (Lada) 2106,"Торг есть 1983г., Газ, 998 973 км, Красный, Седан, КПП Механика",1700,1983,Самарканд
"Chevrolet Nexia 2, 2 позиция SOHC","Торг есть 2009г., 1.5 л, Газ-бензин, 205 000 км, Черный, Седан, КПП Механика, Ксенон, Хрустальная оптика, Противотуманки, Обогрев зеркал…",5000,2009,Наманган
"Chevrolet Lacetti, 3 позиция","2021г., 1.6 л, Бензин, 6 000 км, Белый, Седан, КПП Автомат, Литые диски, Тонировка, Люк, Противотуманки, Обогрев зеркал, Комби…",15200,2021,Ташкент
Daewoo Tico,"2003г., 1.2 л, Бензин, 290 000 км, Бирюзовый, Седан, КПП Механика, Тонировка, Противотуманки, Техосмотр пройден, Вложений не т…",3500,2003,Самарканд
Daewoo Nexia,"Торг есть 2000г., Газ-бензин, 155 410 км, Бордовый, Седан, КПП Механика, Mashina alo darajada",3900,2000,Самарканд
"Chevrolet Spark, 3 позиция","2013г., 1.3 л, Бензин, 200 км, Хэтчбек, КПП Механика, Литые диски, Обвес, Ветровики, Рейлинги, Ксенон, Хрустальная оптика, Про…",6700,2013,Ташкент
Nissan Tiida,"Торг есть 2007г., Газ-бензин, 385 000 км, Белый, Седан, КПП Автомат, Toza petno",7600,2007,Кувинский район
Daewoo Nexia,"Торг есть 1997г., 1.5 л, Газ-бензин, Белый, Седан, КПП Механика, Литые диски, Противотуманки, Кожа, Аудиосистема, Гидравлика руля, Машин…",3407,1997,Ургенч
Chevrolet Damas,"2011г., Газ-бензин, 195 733 км, Внедорожник, КПП Механика",5300,2011,Самарканд
Hyundai Santa Fe,"Торг есть 2020г., 2.5 л, Бензин, 31 000 км, Мокрый асфальт, Кроссовер, КПП Автомат, Литые диски, Тонировка, Люк, Панорамная крыша, Ксено…",47000,2020,Ташкент
ВАЗ (Lada) 2106,"Есть доставкаТорг есть 1988г., Газ-бензин, 585 000 км, Серый, Седан, КПП Механика, Toza",1400,1988,Карши
Chevrolet Damas,"Есть доставкаТорг есть 2020г., 0.8 л, Газ-бензин, 22 000 км, Седан, КПП Механика",8500,2020,Ташкент
"Chevrolet Lacetti, 1 позиция Газ-бензин","2019г., 1.5 л, Газ-бензин, 33 000 км, Седан, КПП Механика, Обогрев зеркал, Аудиосистема, Bluetooth, Гидравлика руля, ABS, Поду…",13000,2019,Зарафшан
Ravon Matiz,"Торг есть 2010г., 0.8 л, Бензин, 240 000 км, Хэтчбек, КПП Механика, Рейлинги, Противотуманки, Аудиосистема, Bluetooth, MP3, USB, Гидравл…",4200,2010,Коканд
"Chevrolet Orlando, 2 позиция","2015г., 1.8 л, Газ-бензин, 45 000 км, Белый, Минивэн, КПП Механика, Люк, Аудиосистема, Кондиционер, Климат-контроль, Круиз-кон…",16000,2015,Нукус
"Chevrolet Lacetti, 1 позиция Газ-бензин","Торг есть 2011г., 1.8 л, Газ-бензин, 236 000 км, Седан, КПП Механика, Тонировка, Обогрев зеркал, Кожа, Аудиосистема, Гидравлика руля, AB…",7900,2011,Джизак
Dong Feng L60,"2014г., Газ-бензин, 60 000 км, Белый, Внедорожник, КПП Механика, Toza. Petno ozro bor halol",7500,2014,Бухара
Daewoo Nexia,"Торг есть 2000г., 1.5 л, Газ, Седан, КПП Механика, Аудиосистема, Bluetooth, CD, CD-чейнджер, MP3, Гидравлика руля, Техосмотр пройден, Вл…",3600,2000,Ташкент
"Chevrolet Malibu, 3 позиция","2013г., 2.4 л, Бензин, 114 358 км, Седан, КПП Автомат, Литые диски, Люк, Противотуманки, Обогрев зеркал, Аудиосистема, Гидравл…",15000,2013,Самарканд
"Chevrolet Lacetti, 1 позиция Газ-бензин","2021г., 1.8 л, Газ-бензин, 23 000 км, Белый, Седан, КПП Механика, Обогрев зеркал, Аудиосистема, Гидравлика руля, ABS, Полный э…",13000,2021,Булунгурский район
Chevrolet Labo,"2022г., Бензин, 20 км, Белый, Седан, КПП Механика, Yengi moshina",8200,2022,Ташкент
Daewoo Damas,"Торг есть 2007г., 7 л, Газ-бензин, 20 000 км, Молочный цвет, Седан, КПП Механика, Кожа",4500,2007,Бухара
"Chevrolet Nexia 2, 1 позиция DOHC","Торг есть 2015г., 1.6 л, Бензин, 10 000 км, Белый, Седан, КПП Механика, Аудиосистема, CD-чейнджер, MP3, USB, Moshina ideal holatda",7800,2015,Навои
Chevrolet Damas,"Торг есть 2021г., Бензин, 1 500 км, Универсал, КПП Механика, Аудиосистема, Asalomalykum yengi",8400,2021,Ташкент
Daewoo Tico,"Торг есть 1998г., 1.3 л, Бензин, 16 988 км, Седан, КПП Механика, Шторки, Iltimos oladigan bôlsangiz kelib kôring bôlmasa bezovta qilmang",1805,1998,Шахрисабзский район
ВАЗ (Lada) Самара (седан 21099),"1995г., Газ-бензин, Седан, КПП Механика, Urilmagan mator hadavoy Zadnimost karopka zo'r",3200,1995,Наманган
ВАЗ (Lada) 2106,"Торг есть 1981г., 1.6 л, Газ-бензин, 99 999 км, Белый, Седан, КПП Механика, Вложений не требует, Motor qilingan apkatkada",1300,1981,Ангрен
Ford Sierra,"Торг есть 1988г., 2 л, Бензин, 480 000 км, Красный, КПП Механика, Все подробности по телефону",2500,1988,Ташкент
ВАЗ (Lada) 2106,"1983г., 1.9 л, Газ-бензин, 99 999 км, Белый, Седан, КПП Механика",1300,1983,Ангрен
ГАЗ 3102 (Волга),"Торг есть 2000г., Газ-бензин, 666 667 км, Белый, Седан, КПП Механика, Bluetooth",3400,2000,Ташкент
УАЗ 469,"Торг есть 1986г., 1.9 л, Газ-бензин, 53 900 км, Внедорожник, КПП Механика, Holati yaxshi divegitili yaxshi shinalari yangi",1500,1986,Джизак
ВАЗ (Lada) 2106,"1983г., Газ-бензин, 999 999 км, Красный, Седан, КПП Механика, Ветровики, Дневные ходовые огни, Комбинированный, Шторки, Аудиос…",1657,1983,Карши
"Chevrolet Nexia 3, 2 позиция","2020г., 1.5 л, Бензин, 6 000 км, Седан, КПП Механика, Противотуманки, Аудиосистема, Гидравлика руля, ABS, Подушка безопасности…",10000,2020,Бухара
"Chevrolet Matiz Best, 3 позиция","Торг есть 2010г., Бензин, 107 000 км, Хэтчбек, КПП Механика, Рейлинги, Противотуманки, Аудиосистема, Bluetooth, CD, CD-чейнджер, MP3, Ги…",4236,2010,Навои
Chevrolet Damas,"2019г., 3.8 л, Газ-бензин, Белый, Седан, КПП Механика, Комбинированный, Шторки, USB, Урилмаган крааскаси тоза",7500,2019,Самарканд
"Chevrolet Nexia 3, 4 позиция","2022г., 1.5 л, Бензин, 20 км, Белый, Седан, КПП Автомат, Литые диски, Противотуманки, Обогрев зеркал, Аудиосистема, Гидравлика…",11400,2022,Ташкент
Foton Alpha,"Торг есть 2014г., Бензин, 72 400 км, Белый, Фургон, КПП Механика, Люк, Кожа, Аудиосистема, Встроенный телефон, Bluetooth, CD, MP3, USB,…",8500,2014,Самарканд
"Chevrolet Captiva, 3 позиция","2013г., 3.2 л, Бензин, 105 036 км, Кроссовер, КПП Автомат, Литые диски, Противотуманки, Обогрев зеркал, Аудиосистема, Гидравли…",20000,2013,Самарканд
"Chevrolet Matiz, 2 позиция","Торг есть 2008г., 0.8 л, Бензин, Серый, Хэтчбек, КПП Механика, Аудиосистема",3100,2008,Кибрайский район
Chevrolet Damas,"2022г., 0.8 л, Бензин, 20 км, Белый, Универсал, КПП Механика, Ss",8100,2022,Ташкент
Daewoo Nexia II,"Торг есть 2009г., 1.6 л, Газ-бензин, 138 200 км, Седан, КПП Механика, Аудиосистема, MP3, USB, Urilmagan",5249,2009,Янгиарыкский район
"Chevrolet Lacetti, 3 позиция","Торг есть 2021г., 1.6 л, Бензин, 7 500 км, Черный, Седан, КПП Автомат, Люк, Панорамная крыша, Тонировка, Литые диски, Биксенон, Обогрев…",19000,2021,Ташкент
ВАЗ (Lada) 2102,"Есть доставкаТорг есть 1982г., Газ-бензин, 77 777 км, Молочный цвет, Седан, КПП Механика, MP3, USB, Встроенный телефон, Bluetooth, Техосмотр пройден,…",2200,1982,Ташкент
ВАЗ (Lada) Largus,"Торг есть 2020г., 1.6 л, Газ-бензин, 34 000 км, Универсал, КПП Механика, Литые диски, Шторки, Гидравлика руля, ABS, Подушка безопасности…",15654,2020,Чирчик
ГАЗ 3102 (Волга),"1985г., Газ-бензин, 250 000 км, Внедорожник, КПП Механика, Техосмотр пройден, Вложений не требует, 31 02 volga pekap 24.10 mat…",1500,1985,Наманган
